품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Bloomberg(DJ-UBS) Commodity Index1991=100","Bloomberg Commodity Total Return1991=100","TR/CC CRB Index1967=100","S&P GSCI1970=100","GSCI Energy1970=100","GSCI Petroleum1970=100","GSCI Non-Energy1970=100","GSCI Reduced Energy Index (CPW 2)1970=100","GSCI Light Energy Index (CPW 4)1970=100","GSCI Industrial Metals1970=100","GSCI Precious Metals1970=100","GSCI Agriculture1970=100","GSCI Livestock1970=100","GSCI Softs1970=100","Reuters Index of Commodity Prices1931.09.18=100","CRB BLS Spot Index1967=100","PDS 원자재 지수2015.01.02=100","PDS 귀금속 하위지수2015.01.02=100"
20180718,65.24,83.1195,171.3,191.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2268.18,432.46,118.978,96.755
20180717,64.07,82.8235,170.68,191.09,454.3,227.23,249.32,316.5,414.87,378.93,341.87,1616.74,279.07,243.8,87.82,2268.57,432.95,119.068,97.218
20180716,64.56,82.8425,170.71,191.17,450.73,226.54,248.43,316.6,414.32,378.64,343.98,1633.46,276.18,246.31,87.78,2263.11,435.05,120.361,97.297
20180713,64.04,83.8306,172.72,193.73,463.37,236.02,259.34,317.22,423.15,384.22,346.01,1635.37,276.49,245.79,87.63,2272.06,436.1,120.828,97.62
20180712,64.06,84.0096,173.08,194,461.47,234.14,256.98,318.32,422.23,384.11,346.84,1641.07,277.19,247.65,88.36,2263.35,434.89,120.711,98.023
20180711,63.34,83.44,171.9,192.83,459.38,233.6,256.2,315.51,419.86,381.54,344.85,1634.47,273.23,246.64,87.32,2278.5,438.66,123.14,98.223
20180710,63.9,85.76,176.67,198.29,480.64,246.63,271.3,324.27,437.32,395.63,353.48,1647.71,280.76,257.9,88.83,2305.6,438.05,123.109,99.226
20180709,63.92,86.13,177.41,198.23,481.11,245.63,269.96,327.85,438.85,398.01,357.98,1650.49,283.95,261.37,88.27,2309.85,436.81,122.625,98.368
20180706,63.84,86.21,177.55,198.05,480.73,244.64,268.67,329.69,439.21,398.97,353.06,1642.59,287.62,268.2,88.08,2309.35,436.22,122.542,98.358
20180705,63.14,85.53,176.14,196.21,478.61,244.01,268.04,327.04,436.87,396.49,354.92,1646.41,280.57,269.05,86.37,2310.55,437.34,122.82,98.445
20180704,64.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2303.25,437.34,123.093,98.071
20180703,64.55,85.92,176.94,197.48,481,245.63,269.75,327.62,438.69,397.82,360.56,1639.62,278.95,269.15,86.76,2329.52,437.86,122.989,98.012
20180702,64.54,85.73,176.53,197.5,479.57,244.91,268.96,326.63,437.38,396.63,363.2,1623.59,276.93,267.55,87.37,2331.86,439.11,124.134,98.362
20180629,65.02,87.41,179.95,200.39,487.44,248.42,272.72,333.33,445.01,403.96,369.17,1642.41,285.73,269.54,90.08,2335.29,437.2,122.042,98.591
20180628,64.44,86.79,178.67,198.89,481.55,245,268.73,330.4,440,399.74,370.7,1636.66,281.89,263.54,89.83,2323.72,438.33,122.192,99.022
20180627,64.6,87.14,179.38,198.95,481.23,244.06,267.49,332.22,440.4,400.72,373.77,1644.69,284.72,261.18,89.85,2303.79,439.42,121.418,99.349
20180626,66.62,86.53,178.11,197.24,473.06,237.93,260.65,331.83,434.69,397.12,372.15,1650.13,284.83,260.56,91.07,2307.42,440.3,121.088,100.081
20180625,65.49,86.17,177.37,195.34,466.27,232.35,254.3,332.77,430.37,394.9,373.2,1661.5,286.08,259.72,90.86,2322.93,443.21,121.529,100.196
20180622,65.34,87.32,179.7,197.53,471.45,#N/A,#N/A,338.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2347.49,444.11,122.102,99.671
20180621,64.88,86.42,177.84,194.4,460.73,226.39,247.24,337.28,428.11,395.36,376.2,1663.35,290.24,267.04,90.29,2347.43,445.16,122.908,100.123
20180620,65.49,86.78,178.57,194.98,463.76,228.83,250.06,337,430.08,396.44,376.36,1667.82,289.23,267.34,90.37,2333.39,443.83,122.868,100.4
20180619,66.45,86.58,178.15,193.82,462.65,227.93,249.29,337.09,429.35,396.04,377.64,1672.78,287.22,270.1,89.72,2348.68,446.95,123.404,101.306
20180618,68.49,87.63,180.3,196.18,467.39,229.77,251.21,341.84,434.18,400.88,384.98,1675.79,292.77,270.31,91.85,2371.17,449.96,123.242,102.932
20180615,#N/A,87.7,180.42,196.24,463.62,226.2,246.84,343.62,432.21,400.41,385.75,1674.34,297.11,268.13,93.14,2379.48,450.94,124.19,103.612
20180614,68.49,89.22,183.53,199.01,474.14,232.78,254.63,347.62,440.74,407.19,394.6,1717.52,300.69,263.56,94.75,2396.07,451.35,124.549,102.758
20180613,67.02,89.97,185.06,200.09,478.02,233.9,255.96,352.51,445.03,411.76,399,1706.47,306.86,267.92,95.22,2399.67,451.96,124.356,102.836
20180612,67.23,89.9,184.91,200.14,476.47,232.38,254.28,353.41,444.28,411.67,398.88,1703.02,309.41,266.91,95.2,2384.15,450.01,124.488,102.667
20180611,66.75,89.65,184.38,199.39,475.35,232.75,254.65,350.14,442.42,409.22,400.13,1707.96,302.47,265.39,94.57,2396.92,450.3,124.458,102.469
20180608,#N/A,89.98,185.03,200.04,476.17,232.28,254.34,353.05,443.96,411.33,401.73,1705.01,305.42,270.35,94.6,2375.73,447.02,125.236,102.52
20180607,66.84,90.05,185.16,199.49,477.43,233.7,255.8,351.87,444.42,411.13,403.53,1705.97,303.29,267.47,92.26,2388.03,446.27,124.318,102.18
20180606,66.56,89.77,184.58,199.01,471.28,228.86,250.39,352.16,440.32,408.77,403.67,1702.67,303.05,269.46,92.59,2388.53,443.97,124.054,101.442
20180605,66.34,89.7,184.42,199.19,472.2,230.48,252.28,349.75,440.13,407.68,399.26,1702.04,302.48,265.22,91.8,2366.09,443.49,123.961,101.804
20180604,65.47,89.43,183.87,198.86,470.5,229.86,251.4,347.93,438.36,405.88,395.13,1695.12,301.94,263.87,92.89,2355.66,445.63,124.388,101.693
20180601,66.16,90.45,185.94,201.71,477.11,233.46,255.4,351.84,444.19,410.98,391.43,1697.57,310.54,266.81,95.51,2332.44,446.27,125.336,102.487
20180531,65.32,90.72,186.47,202.84,481.43,236.71,259.16,352.03,447.2,412.88,389.08,1704.09,311.99,266.69,96.27,2329.29,445.87,125.088,101.889
20180530,65.78,90.72,186.47,203.29,483.69,238.52,261.53,351.84,448.68,413.69,387.48,1707.1,310.75,270.08,95.28,2350.72,445.48,124.31,101.86
20180529,#N/A,90.28,185.55,201.82,477.08,233.3,255.46,352.19,444.29,411.18,387.27,1702.5,314.76,263.74,95.11,2349.87,444.76,124.515,102.67
20180528,63.89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,444.76,124.906,102.67
20180525,63.94,90.92,186.83,203.34,482.07,236.88,259.32,352.87,447.92,413.65,386.31,1710.06,316.55,263.27,93.67,2345.86,444.76,126.239,102.401
20180524,65.54,91.51,188.04,205.66,491.49,244.72,268.28,351.31,453.83,416.58,388.23,1712.46,313.13,261.2,92.91,2332.09,445.23,126.343,101.678
20180523,64.11,91.57,188.15,206.38,495.11,247.64,271.7,350.96,456.18,417.86,386.24,1691.91,314.13,261.85,92.51,2320.83,445.98,126.532,101.995
20180522,64.41,91.42,187.83,206.2,494.83,248.04,272.25,349.31,455.44,416.74,389.37,1696.73,311.04,257.07,92.26,2313.27,445.3,126.047,101.057
20180521,65.3,90.97,186.9,205.69,493.06,247.2,271.64,347.95,453.77,415.18,387.62,1694.98,308.37,258.96,92.56,2303.17,444.84,125.721,101.15
20180518,#N/A,90.41,185.72,203.69,489.13,244.98,268.97,345.83,450.38,412.27,385.58,1694.9,306.72,255.52,90.54,2281.68,443.39,125.218,101.256
20180517,67.49,90.31,185.5,203.56,490.22,246.42,270.59,344.23,450.58,411.74,388.18,1693.17,300.89,258.06,89.52,2283.27,443.55,125.037,101.1
20180516,68.03,90.18,185.23,203.76,489.2,245.56,269.81,344.46,449.96,411.46,387.79,1694.61,301.54,257.96,89.58,2278.95,442.25,124.938,101.668
20180515,67.28,90.12,185.1,203.45,487.51,244.11,268.07,344.85,448.94,411,386.85,1692.14,302.48,259.01,88.87,2277.9,443.62,124.751,103.478
20180514,68.93,90.37,185.59,203.8,486.71,243.06,266.85,345.99,448.78,411.37,388.29,1729.06,300.65,262.67,88.59,2283.22,443.64,124.204,103.974
20180511,67.42,90.04,184.88,203.56,484.43,241.1,264.74,346.54,447.4,410.76,386.57,1733.35,301.48,264.91,89.19,2300.41,444.07,122.491,103.357
20180510,66.83,90.55,185.93,204.52,487.14,242.24,266.05,349.01,450.08,413.39,387.94,1733.82,305,266.67,89.18,2305.18,445.11,122.12,102.693
20180509,66.46,90.1,184.99,203.7,485.64,241.28,265.26,348.53,448.9,412.48,387.46,1719.13,305.9,264.62,89.68,2302.39,444.07,121.263,102.362
20180508,66.8,89.58,183.92,202.09,477.01,234.38,257.38,349.22,443.24,409.35,385.87,1717.77,307.55,266.16,90.32,2298.55,445.45,121.605,102.317
20180507,67.26,89.82,184.41,203.64,482.55,239.01,262.68,348.24,446.69,411.03,387.65,1717,306.2,262.67,90.33,#N/A,446.43,121.005,102.317
20180504,#N/A,89.99,184.72,203.25,479.46,235.48,258.78,351.27,445.6,411.6,387.65,1716.47,312.02,263.72,91.23,2311.52,446.49,120.396,102.684
20180503,66.87,89.67,184.06,202.1,474.28,231.65,254.32,350.86,441.93,409.22,380.09,1713.38,315.14,264.36,91.15,2309.86,445.94,120.11,101.907
20180502,66.98,89.49,183.68,201.6,472.52,230.75,253.16,349.68,440.33,407.77,384.24,1704.28,312.14,261.59,91.21,2296.57,446.5,120.114,101.844
20180501,#N/A,89.37,183.41,201.26,470.92,229.79,251.87,348.95,438.99,406.67,378.41,1703.12,313.24,262.96,91.37,2293.81,445.1,120.548,102.453
20180430,65.43,89.59,183.87,201.98,475.76,233.97,256.82,347.77,441.9,407.94,381.08,1720.53,308.61,262.78,90.78,2294.16,441.74,120.336,103.202
20180427,65.68,89.38,183.41,201.39,473.15,232.3,254.88,346.88,439.82,406.33,379.39,1726.47,306.63,264.47,90.41,2239.79,446.29,119.438,103.273
20180426,66.258,89.4,183.44,201.22,473.53,232.79,255.15,346.35,439.9,406.16,387.04,1720.73,302.68,262.21,89.45,2272.53,447.17,119.641,103.336
20180425,66.38,89.25,183.11,200.69,472,231.29,253.56,347.19,439.13,406.04,385.53,1726.59,303.4,265.59,88.66,2280.99,444.9,119.717,103.75
20180424,#N/A,89.08,182.76,200.08,470.42,230.84,253.02,345.18,437.38,404.16,385.33,1740.76,299.42,264.03,88.5,2291.75,444.41,120.194,104.28
20180423,67.67,89.19,182.99,200.73,473.52,233.12,255.8,345.47,439.6,405.62,388.81,1728.85,297.84,265.81,89.14,2301.51,445.63,120.144,105.339
20180420,67.06,89.85,184.3,201.92,473.77,231.58,254.07,350.02,441.3,408.5,402.25,1751.5,299.28,264.9,90.46,2310.51,445.53,120.103,106.15
20180419,68.45,89.97,184.54,201.86,474.03,231.04,253.75,351.97,442.13,409.79,402.95,1764.71,302.58,264.35,89.91,2255.18,444.35,119.806,105.778
20180418,65.88,90.46,185.53,202.97,474.78,230.73,253.09,354.31,443.43,411.52,407.95,1770.34,302.5,268.45,89.85,2246.37,440.79,118.314,104.464
20180417,64.51,89.02,182.56,199.38,464.85,225.29,246.83,348.53,434.71,403.91,393,1760.75,300.49,265.62,89.27,2234.52,439.93,118.591,104.785
20180416,63.93,89.03,182.59,199.55,464.51,224.89,246.32,348.88,434.59,403.99,393.79,1761.05,301.21,264.68,90.39,2241.73,439.73,119.018,104.323
20180413,64.96,89.28,183.06,199.7,468.31,228.2,250.2,347.86,436.84,404.93,383.48,1757.6,304.68,265.12,90.52,2263.08,440.63,117.394,104.526
20180412,64.47,89.09,182.68,199.3,466.87,226.57,248.53,349.23,436.32,405.17,385.75,1748.64,306.9,264.67,90.22,2302.66,440.65,117.694,104.804
20180411,64.79,89.25,182.99,198.83,466.72,226.84,248.9,348.25,435.89,404.51,386.93,1772.84,305.94,258.63,90.37,2313.09,440.13,116.992,104.08
20180410,65.3,88.8,182.06,197.11,461.15,223.1,244.71,346.8,431.59,401.33,383.48,1754.36,305.94,258.06,90.12,2323.79,439.3,115.744,103.389
20180409,63.95,88.01,180.44,194.97,451.91,216.79,237.34,344.7,424.58,396.25,376.3,1746.74,305.32,259.27,90.61,2304.67,436.43,114.747,103.092
20180406,63.57,86.9381,178.21,192.25,443.72,212.65,232.57,339.03,417.08,389.42,368.56,1740.15,299.78,255.74,89.95,2302.92,436.63,115.576,103
20180405,63.57,87.18,178.69,193.81,448.46,216.45,237.09,338.59,420.17,391.1,367.54,1730.98,297.78,260.17,90.11,2307.24,434.96,115.325,103.838
20180404,63.57,86.62,177.54,192.34,445.72,216.04,236.44,334.12,416.79,387.25,364.3,1743.68,292.04,255.21,88.5,2289.22,437.25,115.693,103.879
20180403,63.76,87.01,178.33,193.21,446.9,216.48,237.04,335.36,418.02,388.49,366.56,1741.71,296.53,248.64,90.04,2304.12,436.29,115.439,103.039
20180402,65.8,86.83,177.96,193.38,445.07,215.08,235.48,335.35,416.76,387.73,365.87,1755.9,294.22,252.94,90.14,#N/A,436.88,116.141,103.039
20180330,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,436.88,116.028,103.039
20180329,#N/A,87.47,179.24,195.36,452.94,220.66,241.68,336.57,422.54,391.72,365.87,1728.67,295.19,258.96,89.88,2293.67,436.09,115.595,103.823
20180328,63.12,86.76,177.77,194.31,450.03,219.05,239.97,334.93,420.01,389.52,366.18,1731.68,289.05,264.2,89.3,2288.12,436.14,116.076,104.72
20180327,65.17,87.26,178.78,195.57,453.05,221.16,242.33,335.48,422.26,391.1,366.2,1755.71,290.98,260.1,90.71,2285.59,437.22,115.929,105.152
20180326,64.33,87.25,178.76,195.77,453.42,221.27,242.7,335.96,422.67,391.55,365.09,1772.47,291.86,259.99,90.43,2279.77,439.02,116.146,104.767
20180323,64.58,87.44,179.1187,196.26,455.17,222.1,243.76,337.31,424.32,393.09,365.26,1765.3,294.08,261.73,90.67,2287.18,439.3,115.336,103.931
20180322,67.18,87.1,178.42,195.23,450.3,218.01,238.96,338.23,421.3,391.64,368.04,1736.84,293.6,266.39,91.31,2303.18,440.42,115.343,102.97
20180321,67.25,87.41,179.04,196.02,453.47,220.2,241.43,338.87,423.68,393.33,372.27,1730.24,292.78,266.63,91.18,2297.27,440.16,114.661,102.501
20180320,66.94,86.72,177.62,194.15,446.15,214.83,235.1,338.2,418.46,389.91,369.78,1716.41,292.53,268.52,90.97,2305.34,441.07,114.146,102.753
20180319,67.45,86.52,177.2,192.9,441.29,210.55,230.31,339.62,415.62,388.78,373.76,1724.68,292.09,270.28,91.01,2310.77,443.61,114.542,102.991
20180316,69.84,87.36,178.9,194.46,444.63,211.42,231.14,344.11,419.41,392.89,374.84,1717.78,298.62,275.55,91.12,2323.68,445.49,114.014,103.564
20180315,72.11,87.32,178.79,193.89,441.32,208.16,227.42,345.98,417.78,392.66,375.47,1725.8,301.35,276.5,91.77,2326.85,446.2,114.414,104.01
20180314,71.64,87.67,179.52,194.49,441.61,207.68,226.66,347.86,418.61,393.92,377.53,1736.28,303.2,277.37,92.16,2336.56,446.61,114.162,103.805
20180313,69.78,87.88,179.92,194.28,440.57,206.76,225.39,348.18,418.01,393.7,378.29,1739.1,303.93,276.07,91.6,2331.77,445.49,114.239,103.434
20180312,69.93,87.67,179.48,194.53,441.5,207.82,226.67,347.26,418.34,393.52,374.96,1729.36,304.4,275.84,92.29,2331.58,445.18,113.923,103.467
20180309,70.09,87.95,180.05,195.15,444.4,209.5,228.8,348.71,420.8,395.6,379.03,1732.49,304.1,277.86,92.41,2327.31,447.07,114.269,103.527
20180308,73.23,87.59,179.29,193.66,437.7,204.35,222.8,348.71,416.23,392.84,372.9,1727.27,308.31,276.54,92.89,2327.08,444.58,114.79,104.301
20180307,75.84,88.04,180.2,194.44,441.54,207.22,226.04,348.91,418.92,394.54,376.4,1732.73,305.71,278.37,91.6,2344.38,445.12,115.519,104.411
20180306,76.07,89.01,182.18,196.76,448.22,211.05,230.58,352.36,424.64,399.39,382.05,1743.32,309.27,278.31,93.21,2359.74,445.59,115.123,103.595
20180305,77.03,88.7,181.55,196.67,447.54,210.58,230.23,352.24,424.14,399.04,379.33,1721.47,310.86,279.74,94.65,2340.77,444.11,114.575,103.657
20180302,78.43,88.15,180.39,194.12,441.56,206.83,225.96,349.99,419.3,395.21,380.53,1726.14,306.85,276.51,92.72,2357.33,444.22,114.863,102.747
20180301,79.39,88.2,180.49,193.95,441.04,205.9,224.88,351.4,419.42,395.85,381.73,1702.79,309.61,277.71,93.4,2356.41,443.89,115.451,103.565
20180228,78.61,88.14,180.36,193.95,443.38,208.41,227.89,349.52,420.38,395.67,383.06,1719.07,304.1,278.02,92.63,2353.21,443.28,116.402,104.434
20180227,79.15,88.59,181.27,195.39,450.09,213.64,233.83,349.32,424.9,398.31,387.36,1720.17,298.93,283.09,90.92,2367.18,444.32,116.837,104.936
20180226,79.36,89.04,182.18,196.75,453.68,216.12,236.66,350.06,427.59,400.24,389.76,1738.81,298.62,282.38,92.42,2363.29,442.97,116.589,104.489
20180223,78.82,88.69,181.44,195.99,451.53,214.8,235.27,349.18,425.83,398.82,388.31,1735.11,296.41,285.26,91.97,2351.52,442.46,115.688,104.199
20180222,78.2,88.67,181.39,195.27,448.84,212.31,232.33,350.32,424.38,398.41,393.19,1738.86,295.74,285.66,91.35,2335.52,442.13,115.258,104.315
20180221,#N/A,88.27,180.57,194.17,444.57,209.25,228.8,349.72,421.26,396.28,393.46,1738.57,294.47,285.45,90.74,2342.6,442.13,115.292,105.037
20180220,#N/A,88,180.01,193.67,444.21,209.03,228.68,349.57,420.96,396.04,392.05,1735.8,294.06,287.58,90.23,2339.39,441.02,115.496,105.728
20180219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2338.25,441.92,115.377,106.194
20180216,#N/A,88.2,180.39,193.58,443.59,207.72,227.4,351.77,421.28,397.12,397.62,1768.11,294.69,286.26,89.52,2341.83,440.89,114.535,106.125
20180215,78.43,88.24,180.45,193.46,441.53,206.09,225.43,351.9,419.92,396.36,394.35,1767.92,296.16,287.55,90.46,#N/A,441.07,114.125,104.604
20180214,78.41,87.99,179.94,192.39,439.14,204.78,223.89,350.48,417.81,395.58,394.09,1771.92,294.13,285.51,89.98,#N/A,439.5,113.405,104.142
20180213,77.36,86.79,177.47,189.84,431.7,200.37,218.85,347.04,411.57,389.35,385.03,1735.86,294.7,283.23,90.34,2333.35,439.26,113.115,103.583
20180212,76.24,86.33,176.52,189.08,430.5,200.2,218.86,345.06,410.08,387.64,378.31,1731.43,293.81,284.67,90.41,2328.8,438.4,113.188,103.114
20180209,76.46,85.64,175.1,188.51,428.53,200.34,218.96,340.66,407.26,384.15,376.4,1714.21,288.56,280.38,90.46,2319.8,440.88,116.303,103.215
20180208,77.32,87.01,177.88,191.77,438.06,206.74,225.87,343.14,414.6,389.59,381.82,1720.02,289.98,281.41,90.39,2330.3,442.03,117.137,104.418
20180207,77.2,87.15,178.16,192.34,440.34,208.59,227.97,342.86,416.06,390.36,380.97,1713.61,290.02,281.69,91.08,2330.2,443.15,117.858,105.024
20180206,75.92,88.17,180.24,194.75,447.38,213.42,233.25,344.41,421.39,394.21,388.72,1734.5,286.47,285.05,90.61,2324.67,442.6,118.242,105.354
20180205,75.7,88.51,180.94,195.67,451.6,216.15,236.44,345.77,424.73,396.77,395.61,1743.67,283.39,288.67,90.52,2325.83,443.46,119.234,105.818
20180202,74.39,89.12,182.16,198.35,456.53,219.86,240.28,345.98,428.17,398.93,391.95,1745,285.09,290.14,90.24,2330.32,443.38,119.492,106.376
20180201,72.88,89.87,183.67,198.35,460.23,222.1,242.81,347.56,431.22,401.42,396.22,1762.1,285.94,288.61,90,2344.58,443.44,119.521,106.698
20180131,72.92,89.8,183.53,197.38,456.53,219.99,239.79,345.65,428.06,398.73,394.41,1757.35,285.92,282.78,89.19,2348.73,442.85,119.847,106.84
20180130,72.97,90.28,184.51,198.14,456.61,219.85,238.78,346.17,428.29,399.08,390.69,1751.81,287.9,285.76,90.34,2346.44,441.54,121.199,106.952
20180129,74.33,90.63,185.21,199.54,460.59,222.74,242.22,346.62,431.15,401,394.35,1758.52,285.78,287.34,91.04,2348.9,439.95,121.4,107.565
20180126,74.4,90.8,185.54,200.52,463.45,225.11,244.9,346.16,432.95,401.89,394.89,1776,283.78,287.22,91.26,2337.43,439.04,120.757,107.931
20180125,75.04,90.46,184.83,199.34,460.86,223.43,243.3,345.34,430.91,400.32,395.21,1790.5,282.83,283.84,91.24,2335.09,438.83,120.511,107.134
20180124,74.53,90.46,184.84,199.51,461.36,223.33,243.27,346.62,431.68,401.31,395.87,1781.43,282.67,289.97,91.02,2329.07,437.32,119.952,105.599
20180123,76.75,89.16,182.16,196.94,455.67,220.8,240.53,341.76,426.16,396,387.4,1752.3,279.27,288.5,90.8,2329.51,438.39,119.34,105.88
20180122,76.61,88.81,181.44,196.22,452.35,217.68,237.41,343.25,424.39,395.54,391.77,1747.45,280.58,287.66,91.46,2342.03,437.02,119.151,105.932
20180119,76.75,88.54,180.87,195.5,450.37,216.64,236.18,341.99,422.62,393.96,389.1,1749.23,279.91,286.47,91.48,2345.54,436.95,118.516,105.832
20180118,74.87,88.69,181.18,196.34,453.12,218.66,238.3,342.24,424.58,395.25,390.27,1741.32,279.26,288.37,90.86,2345.22,437.96,118.579,106.229
20180117,74.51,88.8,181.38,196.4,452.74,218.78,238.28,341.14,423.95,394.42,385.5,1757.63,279.64,286.68,91.82,2345.15,438.88,118.216,105.826
20180116,75.71,88.45,180.67,195.11,450.91,217.88,237.51,339.8,422.25,392.85,387.1,1755.52,277.45,283.76,91.44,2358.72,439.79,119.107,106.632
20180115,76.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2372.61,439.79,118.718,105.53
20180112,78.05,88.76,181.26,196.06,453.23,219.55,239.3,340.1,423.93,393.99,389.23,1752.43,278.75,280.1,93.28,2385.15,441.63,118.119,105.025
20180111,79.08,88.31,180.33,195.16,451.22,218.11,237.8,339.82,422.47,392.99,387.62,1734.77,281.19,277.28,93.81,2408.91,441.15,117.752,105.028
20180110,78.31,88.24,180.2025,194.83,450.45,217.27,237.27,340.36,422.14,393.02,388.1,1730.59,281.78,278.27,93.99,2401.5,439.83,117.506,104.481
20180109,78.47,88.1,179.62,194.16,448.4,216.04,235.69,339.46,420.44,391.63,384.59,1722.62,281.76,279.18,93.69,2402.21,439.83,116.971,105.122
20180108,77.74,87.69,179.06,192.92,443.76,212.49,231.92,339.47,417.26,389.71,387.49,1730.76,280.88,276.95,93.78,2401.22,436.5,116.879,104.913
20180105,76.8,87.92,179.49,193.45,443.76,212.03,231.51,340.72,417.67,390.46,387.82,1733.37,283.47,276.27,94.89,2400.69,436.56,116.442,104.669
20180104,76.54,88.57,180.82,195.37,447.83,214.02,233.44,343.72,421.46,393.97,392.93,1732.38,284.69,281.04,96.03,2396.23,435.27,116.408,104.592
20180103,74.97,88.61,180.89,195.35,447.14,213.7,232.54,343.19,420.82,393.36,389.68,1728.73,285.1,281.91,95.59,2386.34,433.72,116.153,104.17
20180102,74.71,88.41,180.48,194.72,442.72,210.06,228.17,343.96,418.03,391.98,393.92,1725.27,284.5,282.04,95.7,2377.81,433.72,115.799,102.708
20180101,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,432.34,115.672,102.708
20171229,72.61,88.17,179.96,193.86,442.44,210.51,229.11,342.14,417.24,390.77,394.04,1716.65,282.14,279.78,95.04,2371.84,432.22,115.336,102.443
20171228,72.62,87.75,179.1,193.0415,439.9,208.61,227.1,342.09,415.48,389.68,395.46,1700.1,281.79,280.26,94.57,2377.19,431.77,114.653,101.357
20171227,72.62,87.08,177.71,191.47,437.58,207.34,226.39,340.75,413.44,387.9,391.77,1691.51,282.53,277.92,94.26,2386.79,432.65,114.162,99.989
20171226,76.08,86.73,177,190.47,437.26,208.11,227.59,337.97,412.3,386.09,384.99,1685.3,280.23,279,92.69,#N/A,431.77,113.672,99.989
20171225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113.672,99.989
20171222,76.36,85.75,174.97,187.88,429.34,202.87,221.57,335.88,406.16,381.53,384.99,1673.4,279.44,272.69,92.21,2364.57,431.28,113.166,99.925
20171221,72.82,85.28,174,187.74,427.8,201.97,220.81,335.15,404.86,380.44,381.09,1661.59,280.45,272.97,93.25,2363.7,430.91,113.029,100.041
20171220,72.84,85.05,173.54,187.09,425.98,201.26,219.82,333.32,403.01,378.59,378.46,1660.81,278.77,271.63,92.02,2365.43,430.59,112.567,99.728
20171219,73.93,84.58,172.58,186.02,422.82,199.5,217.55,331.57,400.26,376.22,374.43,1653.18,277.13,272.82,91.07,2360.94,430.16,112.441,99.475
20171218,74.15,84.47,172.34,185.42,421.11,198.45,216.11,330.89,398.86,375.09,372.36,1655.26,276.1,274.18,89.51,2366.23,430.42,111.83,98.776
20171215,71.5,84.05,171.47,184.52,419.7,197.48,215.49,330.63,397.8,374.34,370.82,1644.37,275.97,276.13,89.25,2362.02,429.73,111.641,98.638
20171214,69.94,83.84,171.02,184.22,418.76,197.48,215.21,328.67,396.51,372.77,366.23,1642.5,276.28,272.36,89.28,2363.39,429,111.077,97.601
20171213,70.85,83.47,170.26,183.36,415.83,195.85,213.22,327.07,393.97,370.58,362.32,1631.86,276.54,270.32,88.95,2361.32,428.77,111.348,97.745
20171212,71.25,83.43,170.18,183.41,418.48,198.39,216.3,325.6,395.3,370.8,360.98,1621.61,274.17,271.44,87.94,2372.81,429.04,111.862,98.149
20171211,68.82,84.22,171.78,185.49,423.4,201.91,219.73,326.16,398.87,373.2,360.86,1628.96,275.83,269.81,88.8,2369.47,431.46,110.865,98.367
20171208,69.35,84.01,171.34,185.02,420.33,199.29,216.96,326.98,397.03,372.41,356.22,1631.13,278.52,272.77,89.63,2376.08,427.19,110.053,98.825
20171207,65.7,83.8,170.91,184.47,416.7,196.32,213.61,327.58,394.73,371.26,356,1636.4,279.43,273.24,90.54,2386.09,427.97,110.248,99.718
20171206,69.36,84.11,171.52,184.72,414.64,194.19,210.53,329.13,393.83,371.33,356.48,1653.25,280.96,274.58,90.8,2402.97,428.82,111.101,100.31
20171205,71.77,85.03,173.4,187.47,422.74,199.28,216.4,332.01,400.35,376.44,358.64,1653.07,283.87,278.51,92.14,2415.05,430.4,111.479,100.827
20171204,72.68,85.75,174.85,188.69,423.56,198.53,215.25,335.76,402.15,379.05,368.08,1671.34,284.34,281.35,92.96,2422,430.78,112.003,101.172
20171201,70.11,86.48,176.33,190.69,429.48,202.49,219.47,337.22,406.71,382.4,369.99,1676.89,286.06,281.34,93.31,2406.51,429.43,111.559,101.762
